trip_id,user_id,start_time,distance_km
147,3145,2024-10-11T04:53:00.000000,478.1985426293056
148,6360,2024-06-15T20:15:00.000000,483.7163914125044
149,6617,2024-09-24T10:45:00.000000,294.944977718218
150,810,2024-05-03T23:42:00.000000,38.078733888208866
151,8057,2024-07-04T16:22:00.000000,280.9085881872576
152,4347,2024-10-02T05:44:00.000000,486.73543663766435
153,7959,2024-02-26T02:15:00.000000,79.64463982040736
154,2207,2024-01-20T08:39:00.000000,99.98434113949374
155,781,2024-08-19T07:18:00.000000,248.82182437996252
156,9531,2024-10-04T18:11:00.000000,200.21619613345808
157,8702,2024-07-10T00:12:00.000000,11.098501389322584
158,1124,2024-08-02T01:59:00.000000,489.69639692196426
159,8635,2024-09-27T12:45:00.000000,395.20393790623245
160,2096,2024-10-13T05:17:00.000000,146.60803016231785
161,2467,2024-10-15T01:11:00.000000,493.1473646652059
162,4482,2024-12-03T14:53:00.000000,174.62010617539408
163,4320,2024-01-11T17:52:00.000000,330.3407790161213
164,3768,2024-10-31T06:51:00.000000,67.74596736044208
165,2362,2024-02-11T12:39:00.000000,170.71703048756444
166,9781,2024-10-24T09:23:00.000000,16.692377588374015
167,1075,2024-12-13T00:40:00.000000,310.17506164900226
168,5105,2024-05-25T13:00:00.000000,484.64898870399566
169,2745,2024-06-19T01:00:00.000000,131.72181909515325
170,6168,2024-10-19T22:36:00.000000,339.7838665619147
171,276,2024-01-11T12:02:00.000000,84.83467140086276
172,9837,2024-05-27T20:34:00.000000,114.5609541389027
173,6422,2024-09-20T13:36:00.000000,176.63429632707872
174,4334,2024-08-29T07:18:00.000000,337.85525701756967
175,234,2024-07-06T23:38:00.000000,418.41490188794927
176,3399,2024-11-20T11:08:00.000000,242.66193470073242
177,354,2024-08-18T11:13:00.000000,315.1906623611702
178,1242,2024-02-29T09:41:00.000000,213.61715624435985
179,3815,2024-06-15T05:26:00.000000,284.4345153962031
180,976,2024-08-21T17:11:00.000000,389.95717776455393
181,7117,2024-05-30T03:12:00.000000,266.8572241612448
182,5729,2024-03-27T17:09:00.000000,64.6459398870233
183,7099,2024-08-23T11:02:00.000000,166.41934955145007
184,4599,2024-09-25T12:44:00.000000,470.90341683201643
185,5337,2024-07-08T15:15:00.000000,224.45766031754192
186,9493,2024-07-30T15:06:00.000000,352.04214055751913
187,628,2024-05-08T02:19:00.000000,116.20849522828344
188,2875,2024-07-21T15:16:00.000000,410.5339821668484
189,7826,2024-03-24T15:58:00.000000,479.2568994064533
190,1407,2024-02-20T08:40:00.000000,433.55971700867406
191,2005,2024-05-28T03:58:00.000000,486.2071072410089
192,7361,2024-04-08T20:41:00.000000,126.43737365553396
193,5032,2024-07-29T09:56:00.000000,454.48957074463823
194,3782,2024-10-12T18:02:00.000000,432.0240845003792
195,4609,2024-05-07T19:47:00.000000,47.85652265320523
196,202,2024-10-09T15:52:00.000000,331.265215343538
197,1245,2024-03-03T04:26:00.000000,234.4584211547049
198,2730,2024-04-19T20:46:00.000000,232.51399520602465
199,3325,2024-03-20T02:06:00.000000,54.8342323141918
200,8562,2024-04-01T10:59:00.000000,61.867892728498596
201,9656,2024-11-15T20:41:00.000000,416.9369088195338
202,3324,2024-09-08T13:47:00.000000,54.26019981939394
203,611,2024-03-11T16:05:00.000000,130.97739781872122
204,2284,2024-07-20T21:18:00.000000,426.29581495909537
205,8540,2024-09-06T07:28:00.000000,76.51710540022323
206,8768,2024-12-02T19:45:00.000000,410.5159875145231
207,6749,2024-06-18T05:37:00.000000,233.31935375941222
208,4807,2024-02-03T09:14:00.000000,341.7319770240485
209,2482,2024-06-22T00:19:00.000000,497.95393945036824
210,6826,2024-11-24T01:18:00.000000,426.6089084860064
211,1681,2024-01-12T12:54:00.000000,57.32322226392202
212,4389,2024-02-07T02:59:00.000000,379.8284917113939
213,6150,2024-05-05T07:01:00.000000,76.06611586103112
214,71,2024-10-06T04:18:00.000000,249.80123683942202
215,9656,2024-09-29T18:34:00.000000,478.84108700670373
216,9929,2024-09-10T09:56:00.000000,311.64518508498344
217,8362,2024-09-28T07:03:00.000000,309.2993798241999
218,5574,2024-07-03T06:38:00.000000,403.84650938014005
219,7693,2024-02-14T05:58:00.000000,64.91820309074103
220,9650,2024-03-12T16:28:00.000000,373.26414626848805
221,5301,2024-03-26T07:45:00.000000,38.068881157790784
222,3229,2024-12-01T16:12:00.000000,144.90070425913822
223,1538,2024-01-12T02:27:00.000000,86.81126020166961
224,9858,2024-01-30T22:33:00.000000,200.52232030429133
225,7582,2024-08-11T09:32:00.000000,470.0420103098039
226,5886,2024-04-02T08:11:00.000000,467.5100050149857
227,3726,2024-03-30T10:52:00.000000,445.23670921871263
228,463,2024-11-04T05:28:00.000000,410.0818618439264
229,1065,2024-09-29T22:16:00.000000,375.3770935485228
230,2353,2024-02-29T05:57:00.000000,436.33391116467595
231,9250,2024-05-13T19:07:00.000000,182.91754865113202
232,4147,2024-01-15T20:57:00.000000,495.31273959198563
233,9615,2024-08-06T19:26:00.000000,17.272678424479302
234,7791,2024-07-12T10:49:00.000000,406.44973120759016
235,5430,2024-02-02T10:29:00.000000,253.83934869294154
236,5504,2024-07-24T18:27:00.000000,182.02316738411722
237,225,2024-06-03T02:06:00.000000,119.91244538047238
238,4601,2024-10-16T00:36:00.000000,401.14402777842764
239,7387,2024-04-18T13:37:00.000000,146.91492194835112
240,559,2024-07-06T02:55:00.000000,459.10234988803154
241,3189,2024-06-28T06:03:00.000000,314.4402592427914
242,9522,2024-01-13T17:36:00.000000,73.03646339176508
243,4977,2024-08-26T07:21:00.000000,224.20095512362937
244,295,2024-11-13T21:27:00.000000,242.06689952443304
245,6749,2024-06-05T08:28:00.000000,354.70783784876824
246,9545,2024-04-20T11:22:00.000000,455.00807592352896
247,6727,2024-05-10T06:28:00.000000,409.39446542222896
248,1350,2024-11-22T22:49:00.000000,128.13575546607302
249,3770,2024-11-13T20:16:00.000000,220.24946890358206
250,696,2024-10-25T15:12:00.000000,263.91199594747786
251,9976,2024-11-03T06:09:00.000000,408.8154825544811
252,3134,2024-06-24T10:24:00.000000,10.016424889719374
253,1840,2024-06-27T08:33:00.000000,396.93439481311617
254,6632,2024-03-02T18:52:00.000000,404.35488185951203
255,4702,2024-09-09T16:27:00.000000,256.1647850504994
256,5322,2024-07-01T19:53:00.000000,269.44919603552523
257,8533,2024-06-04T04:42:00.000000,262.858568637041
258,3946,2024-11-06T07:33:00.000000,340.7048357397237
259,3461,2024-04-01T05:07:00.000000,219.66096808106184
260,2457,2024-08-08T19:36:00.000000,116.79791022484905
261,6047,2024-02-07T20:58:00.000000,98.02177498351229
262,4107,2024-10-04T06:10:00.000000,410.23485637416957
263,2148,2024-01-02T00:34:00.000000,134.06788103077204
264,913,2024-07-27T23:34:00.000000,125.01535176292627
265,5374,2024-02-22T12:03:00.000000,384.5154758983052
266,7492,2024-05-27T06:15:00.000000,35.5792912653947
267,8087,2024-05-10T09:18:00.000000,391.3380477585983
268,1724,2024-11-14T15:16:00.000000,478.944819815171
269,7293,2024-10-22T19:35:00.000000,412.06443919479113
270,592,2024-09-12T07:47:00.000000,426.67358573489247
271,218,2024-08-16T00:05:00.000000,54.98854499443933
272,9135,2024-08-16T15:08:00.000000,104.67733320384743
273,4470,2024-01-10T06:26:00.000000,187.45050211246829
274,3894,2024-01-28T15:39:00.000000,436.60553843376596
275,2572,2024-09-25T11:18:00.000000,50.51093624874403
276,5581,2024-03-11T12:25:00.000000,230.07954696859713
277,8888,2024-07-23T03:48:00.000000,351.89691879218003
278,5876,2024-03-02T16:30:00.000000,275.4994676704152
279,7719,2024-07-05T06:20:00.000000,475.70011893172114
280,1641,2024-01-13T10:52:00.000000,379.69579993769435
281,4363,2024-08-22T12:49:00.000000,336.625982736419
282,6290,2024-06-21T22:06:00.000000,22.285427360693518
283,9777,2024-06-03T20:36:00.000000,150.9679026217868
284,6723,2024-08-22T07:03:00.000000,243.5325237204616
285,1777,2024-09-03T00:41:00.000000,474.3147682233796
286,5435,2024-10-26T13:20:00.000000,485.6265621085504
287,1307,2024-04-01T04:00:00.000000,173.50754674536464
288,6060,2024-12-07T17:01:00.000000,94.09871796260128
289,3766,2024-08-21T00:51:00.000000,144.06648394680062
290,3781,2024-10-04T23:26:00.000000,420.94959315727345
291,4780,2024-12-01T02:50:00.000000,435.01381254003655
292,6069,2024-04-14T08:02:00.000000,90.80694641606912
293,2891,2024-07-29T22:07:00.000000,151.80097367636134
294,8690,2024-06-16T11:32:00.000000,473.89316455113806
295,448,2024-07-23T04:01:00.000000,101.32097319411393
296,4504,2024-10-03T04:54:00.000000,247.930749041418
297,8937,2024-10-03T15:07:00.000000,308.72017755038235
298,7574,2024-12-05T17:22:00.000000,59.72866019642761
299,24,2024-02-26T19:48:00.000000,15.020579222995023
300,8954,2024-10-15T19:29:00.000000,14.319725924031067
301,6904,2024-03-04T21:59:00.000000,499.7654699137772
302,9768,2024-05-27T01:11:00.000000,397.75799384109797
303,1279,2024-03-01T04:57:00.000000,127.09198343403705
304,3076,2024-03-12T04:33:00.000000,107.69933639267904
305,9966,2024-07-01T05:44:00.000000,435.13195705519865
306,4117,2024-06-21T22:59:00.000000,382.1128864312384
307,3759,2024-08-06T14:39:00.000000,357.67592556875786
308,7268,2024-04-23T13:49:00.000000,284.2699930238146
309,2927,2024-04-29T11:49:00.000000,459.58865924674865
310,9916,2024-03-13T18:31:00.000000,63.34041600935491
311,3487,2024-09-15T19:45:00.000000,347.84033111607437
312,407,2024-09-09T14:56:00.000000,224.68679110301503
313,8476,2024-12-08T09:35:00.000000,113.87492834366175
314,4767,2024-09-04T15:16:00.000000,136.93061885980887
315,1229,2024-08-27T11:48:00.000000,270.3852956733475
316,8296,2024-06-11T03:32:00.000000,220.51249743853927
317,5293,2024-06-09T19:45:00.000000,290.12017116186
318,7413,2024-09-06T06:09:00.000000,279.06868289749684
319,1981,2024-10-29T05:39:00.000000,40.531054332733035
320,132,2024-03-21T16:48:00.000000,62.00930735728121
321,9164,2024-09-02T19:14:00.000000,40.73596792591895
322,2197,2024-01-10T15:10:00.000000,252.52709948384054
323,913,2024-05-06T21:41:00.000000,464.9247770450263
324,4530,2024-10-29T04:21:00.000000,323.1059336066928
325,8952,2024-11-28T07:49:00.000000,468.7505298026871
326,7641,2024-07-29T07:02:00.000000,97.70603167332261
327,5775,2024-01-08T07:13:00.000000,278.67030599044637
328,9227,2024-02-21T12:35:00.000000,402.50472462940155
329,5422,2024-09-22T01:22:00.000000,306.331830000669
330,2164,2024-04-02T13:44:00.000000,162.52353904908549
331,1476,2024-04-10T03:20:00.000000,317.66315565128895
332,241,2024-06-13T21:57:00.000000,458.67687381223504
333,5599,2024-10-25T12:57:00.000000,480.4330270665567
334,3066,2024-04-13T00:45:00.000000,229.03695225579452
335,7467,2024-11-05T22:22:00.000000,264.1149717351877
336,8812,2024-06-18T16:21:00.000000,365.5917601471085
337,6033,2024-09-06T14:22:00.000000,109.20848693000275
338,5263,2024-12-05T08:45:00.000000,275.07945920561656
339,1738,2024-01-19T15:13:00.000000,404.07040167069255
340,1113,2024-04-18T22:09:00.000000,25.897148636246925
341,1542,2024-02-14T21:49:00.000000,438.5229145258441
342,4535,2024-04-07T22:28:00.000000,262.3829309428362
343,8457,2024-05-18T21:03:00.000000,477.0581302015121
344,9834,2024-08-31T17:07:00.000000,254.83473985517298
345,7555,2024-07-27T12:01:00.000000,170.16645748497942
346,8111,2024-10-18T03:28:00.000000,277.63847267082673
347,4451,2024-11-09T15:53:00.000000,423.8626292484461
348,6450,2024-02-05T05:33:00.000000,59.19418096034155
349,8902,2024-11-07T02:50:00.000000,60.41691247811183
350,5708,2024-01-16T16:15:00.000000,234.1508975026012
351,6054,2024-06-13T04:32:00.000000,390.00433751781406
352,3562,2024-08-17T02:01:00.000000,160.7654159410763
353,1411,2024-11-06T05:46:00.000000,239.19748915746752
354,5519,2024-10-15T21:09:00.000000,387.25455815828224
355,2622,2024-07-04T05:32:00.000000,282.7055260235981
356,78,2024-10-27T21:58:00.000000,311.11009321849264
357,200,2024-01-06T11:58:00.000000,320.11289113719226
358,6309,2024-08-10T05:54:00.000000,268.3769744716912
359,9970,2024-07-31T06:23:00.000000,371.6659926121898
360,3561,2024-06-16T20:06:00.000000,201.27010593458596
361,4113,2024-03-02T11:24:00.000000,406.0898864067831
362,1617,2024-10-19T05:52:00.000000,320.78073718729115
363,2389,2024-04-05T23:56:00.000000,313.01835568119185
364,6247,2024-10-15T10:45:00.000000,421.37201722552163
365,448,2024-06-13T17:43:00.000000,327.75584561533555
366,586,2024-09-03T22:02:00.000000,19.86255877927209
367,6583,2024-07-21T10:10:00.000000,459.7118067761075
368,6459,2024-06-03T06:36:00.000000,141.09822735218702
369,7948,2024-10-06T20:32:00.000000,223.6487210573831
370,1427,2024-02-11T03:34:00.000000,122.9505206423593
371,4299,2024-07-23T10:52:00.000000,386.6966205750935
372,2478,2024-06-30T06:04:00.000000,333.4445261982632
373,3045,2024-02-13T18:20:00.000000,26.386318677288138
374,9012,2024-07-22T17:58:00.000000,143.9318666544778
375,1104,2024-01-07T04:06:00.000000,488.9730517762978
376,2269,2024-05-28T13:05:00.000000,409.6789910816
377,780,2024-09-15T22:56:00.000000,325.6590473711069
378,5455,2024-03-28T01:26:00.000000,134.21106493639198
379,2590,2024-03-10T18:30:00.000000,107.46472614198295
380,388,2024-01-02T15:41:00.000000,71.71699123239759
381,2597,2024-11-13T13:14:00.000000,246.8675944385756
382,5180,2024-07-05T19:33:00.000000,33.87456980736795
383,8240,2024-10-05T11:30:00.000000,267.02255384464615
384,3992,2024-09-22T18:20:00.000000,338.4462058723748
385,8952,2024-05-17T09:54:00.000000,431.4589971912279
386,238,2024-06-20T07:34:00.000000,425.0398884564344
387,1937,2024-11-13T02:17:00.000000,305.20244211494156
388,5098,2024-07-03T23:18:00.000000,485.9634968995786
389,4715,2024-04-17T22:12:00.000000,90.78517389378933
390,9214,2024-02-26T22:43:00.000000,231.2846114555862
391,7386,2024-05-05T12:37:00.000000,136.0364248733958
392,4746,2024-05-19T13:12:00.000000,31.484792684499027
393,1089,2024-09-12T22:15:00.000000,397.24369373876453
394,6364,2024-09-14T02:33:00.000000,403.7692344390672
395,8025,2024-01-04T21:12:00.000000,285.00155350773207
396,4720,2024-12-12T10:28:00.000000,247.77625477539596
397,9390,2024-07-14T06:00:00.000000,486.2022225813829
398,8568,2024-05-05T23:03:00.000000,190.87026180670944
399,216,2024-01-19T15:42:00.000000,206.64791563530028
400,7896,2024-10-14T16:15:00.000000,267.91691811081745
401,5040,2024-05-11T05:18:00.000000,289.4753361710798
402,7530,2024-11-10T01:35:00.000000,483.8457554249123
403,9563,2024-07-07T09:29:00.000000,32.6507475832466
404,3484,2024-10-09T07:58:00.000000,140.00087332059397
405,484,2024-03-25T10:34:00.000000,61.51471117105893
406,1348,2024-04-02T23:27:00.000000,56.808453293067885
407,4634,2024-06-12T13:59:00.000000,149.82419700395604
408,800,2024-01-02T11:09:00.000000,238.74704229888505
409,2771,2024-12-05T03:47:00.000000,257.3353253794693
410,3460,2024-06-27T20:29:00.000000,116.70071463051474
411,6302,2024-05-21T06:24:00.000000,85.16134021869192
412,5653,2024-03-25T17:16:00.000000,74.29526533577808
413,3448,2024-08-03T02:46:00.000000,233.59778998370678
414,262,2024-11-14T22:06:00.000000,185.01486397140948
415,8901,2024-08-23T11:38:00.000000,368.3963539289192
416,153,2024-04-05T13:22:00.000000,50.6962740754539
417,1359,2024-09-01T09:10:00.000000,220.80999347278632
418,9490,2024-01-19T23:21:00.000000,398.93324231359077
419,8350,2024-09-18T18:26:00.000000,80.71961671721076
420,8669,2024-07-04T22:25:00.000000,87.93343113204884
421,4973,2024-05-24T20:39:00.000000,409.3984005848282
422,1787,2024-02-06T00:47:00.000000,68.26099303331176
423,1271,2024-09-30T03:05:00.000000,88.82465156303137
424,5510,2024-08-24T08:29:00.000000,238.38582506592297
425,7415,2024-01-17T23:03:00.000000,71.42292596819621
426,5332,2024-03-25T00:20:00.000000,99.28434960070646
427,1107,2024-02-26T08:25:00.000000,37.06310795618454
428,9202,2024-06-29T13:07:00.000000,324.9660091341139
429,5399,2024-06-01T15:05:00.000000,363.84876679657845
430,9838,2024-11-04T03:52:00.000000,211.94605130255667
431,7580,2024-12-08T20:13:00.000000,300.65990758140856
432,4042,2024-04-11T20:47:00.000000,68.55048574487292
433,1786,2024-09-08T20:53:00.000000,160.36295574859577
434,3018,2024-08-04T20:32:00.000000,463.948828962088
435,1190,2024-05-07T19:39:00.000000,306.08570489704204
436,6082,2024-11-14T19:37:00.000000,73.2765967041325
437,8816,2024-11-25T07:32:00.000000,275.66060370576764
438,7592,2024-03-28T13:28:00.000000,344.0544982354649
439,7202,2024-05-14T17:50:00.000000,246.48528603275318
440,8681,2024-10-22T19:20:00.000000,75.1849196065524
441,4083,2024-11-19T07:57:00.000000,120.37096604432135
442,9015,2024-03-16T08:20:00.000000,446.1281300601995
443,4065,2024-08-02T02:22:00.000000,267.3247394262333
444,7898,2024-11-08T05:24:00.000000,490.4575185347038
445,171,2024-04-06T17:54:00.000000,407.5086575740854
446,8288,2024-10-23T20:42:00.000000,217.18969322774558
447,1417,2024-05-03T23:26:00.000000,453.27146188999114
448,1958,2024-01-05T03:49:00.000000,265.54643734833684
449,2773,2024-04-04T13:38:00.000000,190.50150647403746
450,2970,2024-08-09T15:56:00.000000,452.37303850952054
451,8307,2024-06-08T10:20:00.000000,112.15397254851976
452,1684,2024-12-04T08:52:00.000000,332.089156781007
453,3873,2024-09-27T08:35:00.000000,319.1179355115948
454,875,2024-06-29T04:01:00.000000,55.24598150012964
455,1439,2024-07-05T01:32:00.000000,413.37897434805325
456,2940,2024-09-29T19:12:00.000000,266.1994187668883
457,9667,2024-05-04T09:16:00.000000,437.946768771325
458,7645,2024-03-11T03:01:00.000000,326.06817103489607
459,2589,2024-09-27T08:17:00.000000,198.51491597424234
460,898,2024-01-05T14:58:00.000000,351.65867489471543
461,3712,2024-02-08T18:40:00.000000,64.75321160195836
462,3914,2024-04-01T21:28:00.000000,193.9634852697675
463,2206,2024-01-28T12:22:00.000000,138.67639402210628
464,6393,2024-10-23T11:02:00.000000,213.7344214738512
465,8879,2024-10-23T06:20:00.000000,172.1884612318993
466,891,2024-02-26T10:12:00.000000,491.51687394403046
467,9078,2024-11-21T03:13:00.000000,198.6425485460328
468,9299,2024-12-03T09:06:00.000000,316.88066268186725
469,2314,2024-10-08T23:03:00.000000,398.4642172300874
470,7406,2024-03-15T01:53:00.000000,273.8224656498361
471,8167,2024-02-23T21:13:00.000000,253.34212188926355
472,5268,2024-09-29T17:22:00.000000,336.17118551036265
473,6914,2024-09-19T09:17:00.000000,43.8072845951369
474,735,2024-02-24T22:48:00.000000,239.08104579930367
475,8135,2024-05-16T22:30:00.000000,106.91321728369873
476,7387,2024-09-25T09:34:00.000000,299.41326086391433
477,3827,2024-10-30T00:38:00.000000,112.74795476215562
478,6842,2024-02-02T04:12:00.000000,260.6426053917104
479,4033,2024-03-01T12:10:00.000000,415.67969191816826
480,5044,2024-04-05T02:35:00.000000,33.816468024365456
481,6386,2024-11-11T07:13:00.000000,136.47809300910748
482,3086,2024-06-04T12:57:00.000000,263.6609642768258
483,3086,2024-07-11T02:38:00.000000,414.3455416031047
484,7708,2024-01-08T11:14:00.000000,57.99046556551441
