event_id,trip_id,station_id,kwh_charged,cost_eur,is_successful
41,41,233,8.349403272475676,31.973299742194747,true
42,42,86,19.792032733004206,40.573910049162244,true
43,43,458,50.5560295777729,4.639966813095365,true
44,44,336,37.81017556154001,5.831311526776268,true
45,45,231,47.540079611937706,4.617632877767039,false
46,46,348,26.527342514297036,5.777601545136628,true
47,47,394,37.17952794960441,10.347791406938624,true
48,48,421,10.763979702852154,40.76507080640441,true
49,49,421,39.32131728329799,16.5867287573484,true
50,50,463,58.605008452394536,20.83113021628088,true
51,51,416,59.1254228491415,16.229951611027495,true
52,52,412,11.523015923274771,31.09145040107668,true
53,53,80,6.795553312822793,19.925756448121795,true
54,54,474,52.93610820786022,4.035560201600804,true
55,55,328,22.870004752811116,44.55513315575334,true
56,56,477,12.25979557739512,44.540484994608896,true
57,57,497,36.7080770296421,28.32108416263781,true
58,58,232,26.91360656542696,4.48793253417857,true
59,59,381,10.158060996106494,4.223093100804046,true
60,60,109,16.19312757512398,34.65937240427104,true
61,61,183,14.119463485635357,20.43895344392749,true
62,62,16,54.23484580539987,42.93605139335548,true
63,63,380,46.38494313628343,42.6057707531972,true
64,64,281,26.56573486376046,11.207522305027805,true
65,65,110,55.223131785184506,35.879279499276784,true
66,66,191,45.53830414010614,18.80312954315182,true
67,67,25,48.20597271938173,21.251293656941698,true
68,68,149,8.468036730857325,24.075119096688976,true
69,69,368,23.499367223559304,11.703704829992917,true
70,70,270,15.075477220735866,17.380790395572475,true
71,71,408,18.001318724111442,23.68301340564297,true
72,72,119,32.466053790124235,35.80069229012278,true
73,73,331,44.111230823819845,36.19228671449033,true
74,74,485,9.472289942408278,7.635362005156122,true
75,75,128,55.19270991318774,6.66708314969009,true
76,76,388,44.38405243395813,3.441472018699161,true
77,77,329,57.507802582002114,9.224774291152531,true
78,78,200,15.988254126497635,42.729784840155084,true
79,79,417,58.05594246613308,21.83855565351267,true
80,80,128,47.23432610423923,32.238256608187186,true
81,81,348,46.83550672011514,10.254748261961016,true
82,82,269,21.25232328699203,21.13414496261125,true
83,83,148,23.605278153483304,25.479642166370386,true
84,84,243,11.525947504624714,39.54433867396442,true
85,85,454,14.25596204887418,27.182707058356673,true
86,86,467,21.81696201539669,34.72573633135662,true
87,87,310,11.927205102454808,4.762082541138655,true
88,88,326,27.85464285690858,8.941506556452541,true
89,89,57,37.712118075195676,31.62096869543618,true
90,90,409,44.808819703303946,24.821263889586,true
91,91,375,5.605280358525903,23.856344284140025,false
92,92,223,56.7955677197335,25.791159607040345,true
93,93,446,53.05613696989487,6.124326128031622,true
94,94,399,15.777991166428482,34.12636287342192,true
95,95,322,10.997700563249506,30.05657443969065,true
96,96,186,44.10049589197536,32.7109641787065,true
97,97,28,23.27606593922201,27.75268099455095,true
98,98,79,50.99072130090691,16.384508389840455,true
99,99,294,10.530438545510087,22.615125578012712,true
100,100,319,11.165591466931138,21.445557342006655,true
101,101,263,50.252305901984414,33.760699179138896,true
102,102,308,43.47161877530277,30.334405338495273,true
103,103,429,23.557426488315365,41.913442633863085,true
104,104,31,6.339948141152178,19.498258652623004,true
105,105,268,49.97884314302811,29.222736284031097,true
106,106,451,56.84115946916037,9.216798650072473,false
107,107,368,47.00048745979311,21.44758778096668,true
108,108,357,12.697807338872952,15.716480059826056,true
109,109,452,23.716255193770866,29.40804034233881,true
110,110,475,46.40025422286972,22.437894065317895,true
111,111,352,52.79275000566159,37.38877788979634,true
112,112,233,38.236903519932234,31.065870125870504,true
113,113,27,39.964336402278015,11.352547185922846,true
114,114,325,23.022758865802597,24.893226339355163,true
115,115,113,55.529702441157674,23.99852801636022,true
116,116,9,33.49699330938203,39.27475620427421,true
117,117,346,18.758295314025215,13.980050820416915,true
118,118,166,26.024493822098496,24.02875497191432,true
119,119,122,59.723577230297614,33.76453144949574,true
120,120,412,53.32802592266161,38.096425049123724,true
121,121,167,39.357204457831344,17.7477128811792,true
122,122,468,31.380284063047355,8.121110519194877,true
123,123,152,18.514956805465395,42.94610863151228,true
124,124,390,30.7899829295111,40.904135812928104,true
125,125,107,24.034352456582038,41.75134826630982,true
126,126,481,28.45357537910285,7.131579370149931,true
127,127,394,15.690002068787155,12.399422471889274,true
128,128,381,11.914151221187447,28.28209351944269,true
129,129,80,39.18381988744162,43.656552553601884,true
130,130,448,39.23455221107301,5.081788496843092,true
131,131,7,24.214271150231614,19.76598689300413,true
132,132,295,15.46357584945185,12.072168525511048,true
133,133,298,24.08565213672133,36.70168740113997,true
134,134,139,18.592371010482026,19.905316313343583,true
135,135,325,40.3812661672259,10.841794492283514,true
136,136,197,32.669594636304815,28.575306889466898,true
137,137,329,57.67505181182746,36.51914693225628,false
138,138,406,39.749081724318685,25.921596241546755,true
139,139,234,26.86854370244278,32.43012692300168,true
140,140,471,25.970930125563065,13.461617604946419,true
141,141,96,32.11628820210045,38.4650331087356,true
142,142,442,47.453805328767125,5.478859287417592,true
143,143,261,24.809231788864697,42.74397461430346,true
144,144,129,55.54523737841394,31.9750693914249,false
145,145,36,16.718788279220135,34.02750110689319,true
146,146,429,14.193622246570758,5.6032828068390055,true
147,147,406,57.241732292896586,41.09772888719968,true
148,148,66,58.915378228587684,26.765598848480437,true
149,149,256,42.750883653066424,22.979367380987433,true
150,150,188,50.31963519165273,38.51966027592879,true
151,151,476,5.233011308813312,25.629606245295243,true
152,152,406,22.699885948513895,31.790782585334835,true
153,153,327,25.08890840919825,9.379635628505756,true
154,154,463,36.529227956999264,21.30802101261903,true
155,155,442,47.126700562053436,4.309793242462218,true
156,156,486,25.301791227271984,4.378081899090642,true
157,157,254,23.305167701898124,29.17367440145234,true
158,158,79,31.195067552904852,7.629197084890832,true
159,159,403,22.902478108345058,39.25097394400987,true
160,160,429,35.66972971554114,22.407317053177092,true
161,161,245,14.030508813172192,16.13905904982524,false
162,162,152,44.503509039220184,30.724786861483707,true
163,163,228,7.854689875903467,9.1966076272525,false
164,164,200,38.79343330115051,31.861413591931424,true
165,165,335,35.390349648874235,34.729200395279236,true
166,166,283,53.93426946038856,12.248989508989952,true
167,167,320,46.03131308806051,2.4476944015179907,true
168,168,142,52.55693530663514,40.03021767016696,true
169,169,414,27.452236802575435,31.89478986949701,true
170,170,269,33.16365869575668,17.51631900017292,false
171,171,113,32.38840343288127,35.89351824329023,false
172,172,246,58.56734904343369,19.26871949524934,true
173,173,459,20.228479593662456,30.15923769751066,true
174,174,440,56.50015677489339,36.714073547581336,true
175,175,82,40.00649285102739,28.002626786805827,true
176,176,99,20.99448032408573,44.27389468453536,true
177,177,102,57.275180834084075,33.023757195911244,true
178,178,383,14.804854558793327,7.0266634643549635,true
179,179,411,8.059940896802505,44.75187686823945,true
180,180,317,18.704295173737385,9.796985051405091,true
181,181,409,16.420214450440188,44.473779775153346,true
182,182,89,24.22820787458008,21.35711728284183,true
183,183,185,49.74018896550108,30.161825774815895,true
184,184,298,36.43080311185959,30.5150711571186,true
185,185,194,32.12259824197589,2.9949706391483635,true
186,186,362,43.47383117103383,6.927909788202326,true
187,187,123,7.424007265130442,26.32802384923317,true
188,188,77,22.88059859062195,5.103943503163539,true
189,189,165,31.327650767650795,17.04900231054558,true
190,190,335,16.869519234550857,6.747557264585679,true
191,191,162,19.898530699036428,11.182696470743977,true
192,192,276,35.58952832314879,40.044532752661546,true
193,193,106,29.421013209240037,13.373091291231013,true
194,194,83,8.970714083624987,21.381075496820216,true
195,195,447,49.93072780945758,42.74038562264477,true
196,196,88,38.88302953528903,43.47753533940432,true
197,197,271,21.784191067697652,6.234392168615423,true
198,198,396,40.76584415428421,40.371883982678504,true
199,199,382,29.21761266049593,25.749968645824953,true
200,200,171,50.70367103612734,43.72615433689814,true
201,201,232,50.37728039448206,41.59340807995335,true
202,202,94,25.57296519561296,16.167063163641934,true
203,203,380,14.17995433530304,37.492720681286734,true
204,204,151,45.57659230081907,43.06642138930181,true
205,205,27,40.274820204730304,24.044313373167856,true
206,206,164,17.665053571590406,36.954244447613505,true
207,207,174,44.60964810369319,35.2543419544272,true
208,208,316,20.128319550041564,23.795061961971474,true
209,209,158,45.96879166195709,3.0600226855396904,true
210,210,292,45.16640552296114,13.685365632131301,true
211,211,111,34.2928172810602,42.32657332724962,true
212,212,394,48.30099472204019,17.945100181328325,true
213,213,260,26.442481007475408,10.438496640320626,true
214,214,218,54.515373394493125,9.827676043209555,true
215,215,474,23.038603544432217,27.291678377625505,true
216,216,334,57.633306503645386,41.06948839331501,true
217,217,29,50.01713461660203,32.79090973819844,true
218,218,441,18.4380504926093,20.1281514740533,true
219,219,107,35.76376251063979,39.769663557072136,true
220,220,500,8.180578025639406,42.595558513192266,true
221,221,163,36.14993849937501,19.967812943218167,true
222,222,168,52.58819180742914,7.4526795371680326,true
223,223,154,47.187999779843125,3.507309960528036,true
224,224,408,29.740419352950973,8.662472299945462,true
225,225,265,34.3015284154644,33.774868002254266,true
226,226,235,9.313498836063182,14.848744603675359,true
227,227,1,23.27688454305938,7.67781739829654,true
228,228,217,25.002074784671876,7.379537332119873,true
229,229,336,55.603287737375226,43.41184682057594,true
230,230,209,5.776189165967698,21.437999640304117,true
231,231,112,56.55963450663297,20.322501579772208,true
232,232,339,37.41386086078077,26.649015596723494,true
233,233,6,11.98650685888757,42.506007107874986,true
234,234,39,37.25672098617228,34.169617359854264,true
235,235,372,37.266618720710014,40.01992032615818,true
236,236,270,57.01329471104871,10.368375858541357,false
237,237,129,40.62479816269352,24.985907765760466,true
238,238,467,35.285936247945216,3.6559438287089465,true
239,239,404,46.008421138719584,40.084228726628794,true
240,240,69,5.508481889892304,2.8260979127297956,true
241,241,398,5.5397339902435645,29.612809831802302,true
242,242,139,53.15949729739011,23.666530915356443,true
243,243,275,45.808376794042275,10.44663296142243,true
244,244,114,52.042513125108485,18.904855518199557,true
245,245,427,14.080261089064038,2.360039055648148,true
246,246,435,8.788488316185653,5.491096120304226,true
247,247,261,26.124579831348775,35.611769329906174,true
248,248,348,48.11266017720654,17.544802152470236,true
249,249,96,46.015254920764924,21.525830247088127,true
250,250,259,34.48629909510832,43.27997655423005,true
251,251,290,11.611974635908263,40.287602875156686,true
252,252,281,17.609539112806516,2.416239728586725,true
253,253,203,7.446240122240148,11.049288645404284,false
254,254,425,16.069875671714946,25.402657120197926,true
255,255,115,21.065628399206417,17.871144047965473,true
256,256,370,37.62321318683236,24.04265627092517,true
257,257,347,48.186576390676194,5.33371970454316,true
258,258,110,13.768840653789681,8.284836252872381,true
259,259,307,10.741174942124108,18.3009426118808,true
260,260,487,59.86899177664886,2.7810069034285645,true
261,261,484,20.124700075230436,23.123158048216986,true
262,262,329,43.678300056860884,37.725689717109475,true
263,263,266,31.815824534794924,5.4580200036789455,true
264,264,475,30.744261685341538,35.265183055855914,true
265,265,175,52.71037499450675,36.17360508982887,true
266,266,137,19.76298739280852,17.120887490770684,true
267,267,279,52.576011021809,15.822611201362356,true
268,268,103,5.622194528063725,27.560414095274403,true
269,269,55,55.62349675608674,5.0826500151646545,true
270,270,302,38.668049345341394,22.889750580913407,true
271,271,474,8.764319002886397,23.139258217933858,true
272,272,155,17.39349605349979,18.139139238040165,false
273,273,37,54.95119315536928,18.933287867456535,true
274,274,408,21.211803749926453,9.01221241677085,true
275,275,291,49.596666635474556,10.587742731599684,true
276,276,170,16.97780262419498,12.721536238256732,true
277,277,378,45.37239521152441,22.506139417383682,true
278,278,466,42.32515072667183,4.507328655652049,true
279,279,177,57.85625049606211,21.578295953434598,true
280,280,433,40.740405545150615,15.192242783973724,true
281,281,117,15.058197006181286,16.870715426558565,true
282,282,499,48.743773935963624,16.216942383025692,true
283,283,149,24.433340464764143,34.14566133534243,true
284,284,140,23.324470117953293,31.379381457780568,true
285,285,12,15.201468806104042,9.85674632260064,true
286,286,27,23.62254224523057,3.1643946616965213,true
287,287,268,56.26978990207947,32.08846420836958,true
288,288,93,35.79454633519853,15.040128225916312,true
289,289,340,20.911421363362727,15.581441782281292,true
290,290,492,48.63708810541214,24.792309605959623,true
291,291,69,29.414724100286364,20.10626192003033,true
292,292,464,17.048176226136732,40.44314888851925,true
293,293,443,15.768619758341348,44.49887002504885,true
294,294,126,31.01754429128996,10.583997367970822,true
295,295,348,47.97437598692688,16.424580934201217,true
296,296,484,56.07874390712185,2.13694274256261,true
297,297,60,17.736382041278066,43.309437148213696,true
298,298,326,53.74103163252311,3.5090089881172117,true
299,299,77,21.735960705765116,36.37784117817917,true
300,300,169,44.098653224490924,4.892287922758991,true
301,301,251,43.60428648944402,23.40888095852882,true
302,302,418,41.29953741606274,20.378236326441908,true
303,303,200,40.50141078329155,14.89175221375892,true
304,304,313,38.210776489405,19.87819290609027,true
305,305,78,12.287587267765629,9.732112711032915,false
306,306,494,40.651902749143474,41.94193490539728,true
307,307,54,56.29971966752164,18.60664856636464,true
308,308,23,40.375438072979755,15.76622302397827,true
309,309,121,54.4918144807122,3.6967139066018637,true
310,310,55,36.0936715732262,43.07978471104384,true
311,311,102,33.241139220663584,8.473651300772254,true
312,312,311,58.83935067625238,41.82582324599909,true
313,313,439,8.902571984470178,6.54180935046838,true
314,314,34,48.4659060936227,43.61967448376404,true
315,315,480,18.02073060519183,43.37103606489426,true
316,316,139,28.806373000000857,42.36549786953658,false
317,317,205,58.06577076737561,34.18968728317078,true
318,318,315,12.63074940872235,37.28509051528079,true
319,319,269,25.37930316960886,42.03686543944811,true
320,320,64,19.482557975976796,22.408854094635096,false
321,321,24,38.23070631918493,6.458947855006157,true
322,322,352,37.788766212582075,10.048590319966484,true
323,323,273,56.669492213197444,34.818661251205604,true
324,324,205,21.734443093777283,41.20422760776976,true
325,325,373,10.916676231626486,41.50022454194912,true
326,326,244,48.974816539253794,22.927301859020414,true
327,327,124,14.91439945095481,30.648441066199236,true
328,328,183,32.56158614389763,17.505215928781027,true
329,329,28,11.046851520044232,31.95546659431186,true
330,330,19,40.15266952687299,35.263690058569054,true
331,331,293,8.180983887226398,41.47670699523293,true
332,332,412,12.243952006927667,30.738836440030184,true
333,333,257,22.67573491218837,15.215014538426653,true
334,334,168,49.458605919543025,5.742306300594443,true
335,335,151,45.97223803910936,43.704729469932744,true
336,336,62,29.919766302314784,35.45598743423252,true
337,337,415,53.613802766805954,44.22217731740055,true
338,338,408,37.155995310235554,13.99590483661523,false
339,339,2,37.2193887702196,33.68537138737267,true
340,340,346,34.15996937296353,8.085576345081126,true
341,341,190,43.420319937523665,37.81192496290512,true
342,342,153,25.26627979405622,8.252785608757614,true
343,343,46,7.131994709277388,15.70301110553889,true
344,344,299,21.11247668156182,2.455478569768398,true
345,345,269,15.943387289733812,34.110380586718605,true
346,346,321,33.62192598180951,10.911522489667155,true
347,347,5,53.18434712166421,31.88817716387782,true
348,348,463,22.451911676329633,4.130039741251718,true
349,349,45,5.265584943422473,27.847114641075677,true
350,350,163,13.689134289600846,29.462047682576685,true
351,351,142,17.37274353934704,30.918698135868386,true
352,352,213,47.15381304042527,32.370145688737566,false
353,353,353,26.614881781189617,11.943437729035663,true
354,354,498,22.03670866853801,4.013631192266352,true
355,355,75,53.67585199191932,31.781448723265225,true
356,356,393,58.26058587262414,16.023150230664207,true
357,357,162,45.859939178599475,3.1907847200235513,true
358,358,280,55.80395056502307,28.155711282978995,true
359,359,195,31.44072622911927,11.768483984218092,true
360,360,309,17.49427032931039,15.691910803952622,true
361,361,214,48.59477316575789,7.415444898960197,true
362,362,294,51.36489212924631,23.837831940210517,true
363,363,22,46.79612108064999,24.556903729230367,true
364,364,408,13.83292423030355,31.33376681869797,true
365,365,320,55.34888974646632,39.04881595340661,true
366,366,159,12.262741555154584,12.025750591593013,true
367,367,270,57.7955394772171,13.301301461826885,true
368,368,285,6.794323925566894,16.21222406822494,true
369,369,418,36.755587380287636,43.53613392361142,true
370,370,383,34.69084839233673,7.344205047135872,true
371,371,307,52.52959796372706,22.6964396542727,true
372,372,16,46.957184729416454,7.933885990372427,true
373,373,195,27.114705773051963,2.4922143407210093,true
374,374,244,15.32314506830958,21.491033907628214,true
375,375,367,31.97239021986956,24.637384934262645,true
376,376,128,29.798155560919223,27.551727986256317,true
377,377,229,6.702261962061209,37.81709015236387,true
378,378,126,21.02289504661715,6.999393570055579,true
379,379,301,36.69987308492529,27.735407659247322,true
380,380,91,48.53509824836569,30.351201558174303,true
381,381,126,23.94720427379973,4.843493424427422,true
382,382,418,27.96446976832009,35.016858903601396,false
383,383,471,14.190654481327718,44.47430328477586,true
384,384,6,21.972812142540366,26.828967565355615,true
385,385,393,40.06852105854115,20.936015428036978,true
386,386,423,29.877008105149578,28.931238841715732,true
387,387,186,15.383128002097777,15.002306239830293,true
388,388,132,23.943308535829477,35.79243165128986,true
389,389,151,23.096621916188152,44.75084368204361,true
390,390,131,50.82768838935302,25.6369193195134,true
391,391,339,36.15678277523918,24.322359392741692,false
392,392,349,7.214802549643501,32.64972425077063,true
393,393,310,56.21112245054494,34.590147682672544,true
394,394,177,11.687552103396643,10.916090642001247,true
395,395,317,14.41603502651908,38.537336396810275,false
396,396,488,45.96300163040786,27.72605594647506,true
397,397,215,27.623907938603004,2.9532581203077815,false
398,398,132,31.48081500372494,39.18744077475627,true
399,399,362,35.067593942759814,39.651356855022385,true
400,400,432,44.32502581239702,18.351227767049437,true
401,401,82,9.494551738090143,24.939950419389188,true
402,402,155,15.48339766773702,2.2896354061844635,true
403,403,422,39.44495433865448,23.628251088639068,true
404,404,380,48.955757038051864,20.49717210563397,true
405,405,356,56.043712367691086,32.6613426342782,true
406,406,78,18.903974656420583,36.10047731521261,true
407,407,50,5.749581120637053,33.706557662672765,true
408,408,440,11.016545280339741,38.16622122274063,true
409,409,299,46.94132279425826,24.61454640921365,true
410,410,165,18.5748779379624,38.34163266512405,true
411,411,57,39.00685457596293,35.39294866370432,true
412,412,318,30.768874105807352,9.239979819194282,true
413,413,57,9.805247749785545,18.945105446824503,true
414,414,177,20.764037240971675,16.540185804266553,true
415,415,497,25.3132690207717,18.446215921487312,true
416,416,152,46.991175658152976,21.00661353037012,true
417,417,50,21.79717634842199,43.345106024887,true
418,418,28,47.96111297907113,2.3508716648502013,true
419,419,171,30.56637324449691,4.250961762421833,true
420,420,465,52.03260433782155,16.69695105330273,true
421,421,312,28.57951913755043,15.192531048496912,true
422,422,13,26.059376771613465,29.49223494047398,true
423,423,104,10.861480902488196,7.523239385714027,true
424,424,198,12.838876634088392,30.759362628577055,true
425,425,354,58.685092968743966,7.578277699717369,true
426,426,412,50.24757151443367,21.76148259137603,true
427,427,371,16.861086471523898,22.85404746565697,true
428,428,194,45.234295162592524,16.99237804532133,true
429,429,362,32.4869099508079,37.795361768591,true
430,430,233,50.53265022144849,2.058470997425448,true
431,431,47,51.25273963024716,11.532068990352778,true
432,432,306,38.438661022920634,16.430302354222114,false
433,433,79,56.87831744599887,31.554013787739493,true
434,434,203,40.82553632841591,28.485702253120284,true
435,435,394,56.599045981876316,33.52424885777334,true
436,436,429,34.33165234032597,36.670317338783654,true
437,437,374,59.04026608262639,16.62828017663412,true
438,438,489,20.830569159891773,29.65942938203882,true
439,439,154,11.730473186752402,23.937102469126376,true
440,440,483,23.496899538807796,36.12034351935582,true
441,441,451,43.023007890344864,7.636719628634464,true
442,442,96,55.16477662393686,10.794243600576637,true
443,443,205,48.896393223890705,37.78356368586402,true
444,444,481,13.728301376824142,2.8709737083938096,true
445,445,297,46.84395463247093,41.65045078585891,true
446,446,89,57.69141126392295,34.22266415613689,true
447,447,44,33.101722953536054,5.3364157249797,true
448,448,486,23.8333794189203,6.652475525456111,true
449,449,418,13.222497263842147,38.63356746224417,true
450,450,261,53.18241891332754,13.23550105628026,true
451,451,155,6.429461386918313,26.406999842825442,true
452,452,97,44.063455555036896,33.31723425223399,true
453,453,70,26.044922301279794,8.397350053899812,true
454,454,198,40.28430073668052,29.060318256189,true
455,455,46,16.41675679026349,39.19672289547079,true
456,456,92,50.47572404282702,13.953165082803867,true
457,457,358,30.811925632593947,4.892203865333769,true
458,458,245,41.903922622247556,14.506414669484045,true
459,459,367,30.231598791093678,36.22161018920762,true
460,460,176,35.576264899014106,17.015609566722897,true
461,461,79,36.365298431773084,3.1464048339519164,true
462,462,292,46.4667777125804,28.58985266361004,true
463,463,318,6.465407975030462,14.553442379524238,true
464,464,197,9.134429961899347,4.747000738712023,true
465,465,217,22.312983384727264,24.748408800248527,true
466,466,221,56.147013495073836,9.322676611832394,true
467,467,60,12.457520317026406,43.15965406381655,true
468,468,69,27.018483949026535,2.4762344717183913,true
469,469,204,13.284108961750542,32.336837998007994,true
470,470,75,56.76723396519413,34.39042366142798,true
471,471,429,48.77214979852081,44.468161625122995,true
472,472,186,14.845121177865026,37.37546467475284,true
473,473,180,6.215005640148051,32.32483173635788,true
474,474,129,6.994438727496874,25.51925939787344,false
475,475,240,57.54634175100928,35.809772268890896,true
476,476,493,24.181133330359238,31.194100294158584,true
477,477,42,55.47275667501405,32.48306807047756,true
478,478,479,34.23721909485893,27.749728229982022,true
479,479,150,27.07549007524535,19.0475234431673,true
480,480,317,24.90836626844561,5.151056641565278,true
481,481,40,7.705916365709974,22.779902902176715,true
482,482,319,32.665574465633014,8.847376405409584,true
483,483,121,41.23511717151358,40.64105435742634,false
484,484,59,26.538629486411324,28.7085765919075,true
485,485,375,43.275885745458176,36.74999754303608,true
486,486,86,38.420249899162215,3.6648592227846737,true
487,487,22,55.699330344022364,16.996882155575875,true
488,488,469,26.070929005305302,43.22817966041807,true
489,489,436,17.32825001230478,25.868332326313073,false
490,490,364,6.410108747535673,13.1611887903349,true
491,491,419,44.91552402144327,16.11055692007963,true
492,492,52,45.856671850280655,42.19304762849052,true
493,493,240,29.385677570531332,42.098658456844724,false
494,494,218,24.015756474605734,42.6878574825729,true
495,495,280,7.328305611017427,22.163986777766535,true
496,496,327,38.84041994377942,12.496803282747655,true
497,497,174,49.53185922360662,2.104601914597917,true
498,498,436,30.77345308639269,21.800507940443865,true
499,499,76,18.702788014223536,15.860618569630985,true
500,500,97,52.46816796180127,36.33690982541169,true
501,501,112,52.03297566785434,38.769213985809884,true
502,502,482,41.449192369408976,17.578344456388944,true
503,503,164,27.172454380103332,13.61441245246472,true
504,504,430,52.255293153939334,27.700549008466297,true
505,505,190,29.784673073278448,22.39577913802113,false
506,506,342,35.793303421489554,39.07160084740635,true
507,507,300,32.52125468432713,35.18572093522949,true
508,508,297,24.689831238789267,20.972168130356643,true
509,509,440,48.80355370218568,44.405455025882745,true
510,510,338,51.31770588042802,43.906729345491556,true
511,511,68,28.803176282672823,4.614772067825353,false
512,512,131,13.26850985007725,30.620788116207148,true
513,513,483,34.552245800479454,2.278734275498338,false
514,514,349,27.96017023169949,4.161117936329019,true
515,515,197,40.993682321956946,30.813296018456633,true
516,516,224,52.13833268873685,43.280727806428196,true
517,517,62,6.022053339757364,4.3919878717906045,true
518,518,12,7.498218809840501,30.584546177892,false
519,519,422,5.7461191470292645,20.82489062439122,true
520,520,288,10.599920289929717,38.451434314436376,true
521,521,143,39.10313134746661,39.216188062841844,true
522,522,5,56.53690255610392,28.35605188856772,true
523,523,18,45.65380292891372,37.0519856420286,true
524,524,50,22.32260656252533,24.631413576409575,true
525,525,122,58.85049545727115,3.7412125971738663,true
526,526,460,23.50260081272706,24.977684160457684,true
527,527,398,25.88311987792164,9.279347571754887,true
528,528,124,47.730809262467034,18.435162480260956,true
529,529,245,53.98029443777453,14.750622816613621,true
530,530,387,48.93778048625739,40.702188058220905,true
531,531,245,30.480995617865663,28.707850310591823,true
532,532,490,13.97045204114603,40.635841423185916,true
533,533,218,21.217498226572033,38.48245134009815,false
534,534,378,58.088512667369656,23.84180987753155,true
535,535,316,47.67283467690314,10.71774192189758,true
536,536,83,21.090361358347636,30.088726725801365,true
537,537,8,39.87153798666433,21.98116007733893,true
538,538,461,58.10305479532687,25.252263209995263,true
539,539,240,54.69459154426719,30.61442603942548,true
540,540,28,39.54292867525411,11.53973926075756,true
541,541,239,10.591055202881652,14.530147828214254,true
542,542,157,41.216068294035054,20.526707897826203,true
543,543,485,51.58094251628929,16.21139764049102,true
544,544,426,37.752924352111144,32.17718090908856,true
545,545,363,22.263842590354578,13.81040379590056,true
546,546,369,15.027346959788245,8.393070317648066,true
547,547,439,21.27712698269319,14.987424896866376,true
548,548,400,50.39495286504237,18.600673128461494,true
549,549,302,58.538455097698574,27.659932532803296,true
550,550,360,7.003674175483858,8.747648355800017,false
551,551,452,47.965204148565896,5.143068966498098,true
552,552,323,12.020862632671996,5.7371286474456795,true
553,553,200,36.96402093904645,3.465457282825793,true
554,554,322,8.414093795436122,11.699188352534344,true
555,555,259,26.978933018634727,3.8139774857315905,true
556,556,63,38.76214726119129,35.17037407759268,true
557,557,458,25.38677549674738,25.44547025664836,true
558,558,312,29.839624329887492,3.4725204540116046,true
559,559,379,48.90681154736291,38.58927440647495,true
560,560,133,21.209191965722287,44.965023804204414,true
561,561,467,30.378316679504557,11.675647836224416,true
562,562,329,50.175603713826526,26.533998279549348,true
563,563,13,42.30144834860456,42.858755029816884,true
564,564,402,6.053819456306399,8.62570318882364,true
565,565,94,51.21603626309568,15.773610541544604,true
566,566,246,9.690302009730166,36.21072158834836,true
567,567,135,54.569577688845314,33.38473083899346,true
568,568,175,47.75204447655295,10.326711068026816,true
569,569,44,18.851155011119715,42.397028848815154,true
570,570,193,53.31483692496751,27.226800399178078,true
571,571,343,58.50020142640154,28.077473138309635,true
572,572,359,29.835894691355634,41.570840780283866,true
573,573,311,55.723692035311196,32.23813531846088,true
574,574,262,34.51189751655318,6.902099793568976,true
575,575,287,26.8515288852633,12.89886405066743,true
576,576,118,26.313897773113844,34.01112575235454,true
577,577,307,49.06159135648483,13.775308072690358,true
578,578,36,29.653396485280968,7.8394708839018685,true
579,579,399,31.488123640056394,37.42795375898151,true
